文本序号,用户名,版本号,时间,成员角色,text,issue_topic,score,tag
0,danhuan,3.6.2,2017-07-17 16:29:14,NONE,https://github.com/danhuan/echartschangedlegend,图例是否能够分页？,0,无
1,100pah,3.6.2,2017-08-30 11:42:25,MEMBER,3.7 已经支持，参见：<http://echarts.baidu.com/option.htmllegend.type,图例是否能够分页？,0,support
